Year,AFGHANISTAN,ALBANIA,ALGERIA,ANDORRA,ANGOLA,ANGUILLA,ANTARCTIC FISHERIES,ANTIGUA & BARBUDA,ARGENTINA,ARMENIA,ARUBA,AUSTRALIA,AUSTRIA,AZERBAIJAN,BAHAMAS,BAHRAIN,BANGLADESH,BARBADOS,BELARUS,BELGIUM,BELIZE,BENIN,BERMUDA,BHUTAN,"BONAIRE, SAINT EUSTATIUS, AND SABA",BOSNIA & HERZEGOVINA,BOTSWANA,BRAZIL,BRITISH VIRGIN ISLANDS,BRUNEI (DARUSSALAM),BULGARIA,BURKINA FASO,BURUNDI,CAMBODIA,CANADA,CAPE VERDE,CAYMAN ISLANDS,CENTRAL AFRICAN REPUBLIC,CHAD,CHILE,CHINA (MAINLAND),CHRISTMAS ISLAND,COLOMBIA,COMOROS,CONGO,COOK ISLANDS,COSTA RICA,COTE D IVOIRE,CROATIA,CUBA,CURACAO,CYPRUS,CZECH REPUBLIC,CZECHOSLOVAKIA,DEMOCRATIC PEOPLE S REPUBLIC OF KOREA,DEMOCRATIC REPUBLIC OF THE CONGO (FORMERLY ZAIRE),DEMOCRATIC REPUBLIC OF VIETNAM,DENMARK,DJIBOUTI,DOMINICA,DOMINICAN REPUBLIC,EAST & WEST PAKISTAN,ECUADOR,EGYPT,EL SALVADOR,EQUATORIAL GUINEA,ERITREA,ESTONIA,ETHIOPIA,FAEROE ISLANDS,FALKLAND ISLANDS (MALVINAS),FEDERAL REPUBLIC OF GERMANY,FEDERATED STATES OF MICRONESIA,FEDERATION OF MALAYA-SINGAPORE,FIJI,FINLAND,FORMER DEMOCRATIC YEMEN,FORMER GERMAN DEMOCRATIC REPUBLIC,FORMER PANAMA CANAL ZONE,FORMER YEMEN,FRANCE (INCLUDING MONACO),FRENCH EQUATORIAL AFRICA,FRENCH GUIANA,FRENCH INDO-CHINA,FRENCH POLYNESIA,FRENCH WEST AFRICA,GABON,GAMBIA,GEORGIA,GERMANY,GHANA,GIBRALTAR,GREECE,GREENLAND,GRENADA,GUADELOUPE,GUATEMALA,GUINEA,GUINEA BISSAU,GUYANA,HAITI,HONDURAS,HONG KONG SPECIAL ADMINSTRATIVE REGION OF CHINA,HUNGARY,ICELAND,INDIA,INDONESIA,IRAQ,IRELAND,ISLAMIC REPUBLIC OF IRAN,ISLE OF MAN,ISRAEL,ITALY (INCLUDING SAN MARINO),JAMAICA,JAPAN,JAPAN (EXCLUDING THE RUYUKU ISLANDS),JORDAN,KAZAKHSTAN,KENYA,KIRIBATI,KOSOVO,KUWAIT,KUWAITI OIL FIRES,KYRGYZSTAN,LAO PEOPLE S DEMOCRATIC REPUBLIC,LATVIA,LEBANON,LEEWARD ISLANDS,LESOTHO,LIBERIA,LIBYAN ARAB JAMAHIRIYAH,LIECHTENSTEIN,LITHUANIA,LUXEMBOURG,MACAU SPECIAL ADMINSTRATIVE REGION OF CHINA,MACEDONIA,MADAGASCAR,MALAWI,MALAYSIA,MALDIVES,MALI,MALTA,MARSHALL ISLANDS,MARTINIQUE,MAURITANIA,MAURITIUS,MAYOTTE,MEXICO,MONGOLIA,MONTENEGRO,MONTSERRAT,MOROCCO,MOZAMBIQUE,MYANMAR (FORMERLY BURMA),NAMIBIA,NAURU,NEPAL,NETHERLAND ANTILLES,NETHERLAND ANTILLES AND ARUBA,NETHERLANDS,NEW CALEDONIA,NEW ZEALAND,NICARAGUA,NIGER,NIGERIA,NIUE,NORWAY,OCCUPIED PALESTINIAN TERRITORY,OMAN,PACIFIC ISLANDS (PALAU),PAKISTAN,PALAU,PANAMA,PAPUA NEW GUINEA,PARAGUAY,PENINSULAR MALAYSIA,PERU,PHILIPPINES,PLURINATIONAL STATE OF BOLIVIA,POLAND,PORTUGAL,PUERTO RICO,QATAR,REPUBLIC OF CAMEROON,REPUBLIC OF KOREA,REPUBLIC OF MOLDOVA,REPUBLIC OF SOUTH SUDAN,REPUBLIC OF SOUTH VIETNAM,REPUBLIC OF SUDAN,REUNION,RHODESIA-NYASALAND,ROMANIA,RUSSIAN FEDERATION,RWANDA,RWANDA-URUNDI,RYUKYU ISLANDS,SABAH,SAINT HELENA,SAINT LUCIA,SAINT MARTIN (DUTCH PORTION),SAMOA,SAO TOME & PRINCIPE,SARAWAK,SAUDI ARABIA,SENEGAL,SERBIA,SEYCHELLES,SIERRA LEONE,SINGAPORE,SLOVAKIA,SLOVENIA,SOLOMON ISLANDS,SOMALIA,SOUTH AFRICA,SPAIN,SRI LANKA,ST. KITTS-NEVIS,ST. KITTS-NEVIS-ANGUILLA,ST. PIERRE & MIQUELON,ST. VINCENT & THE GRENADINES,SUDAN,SURINAME,SWAZILAND,SWEDEN,SWITZERLAND,SYRIAN ARAB REPUBLIC,TAIWAN,TAJIKISTAN,TANGANYIKA,THAILAND,TIMOR-LESTE (FORMERLY EAST TIMOR),TOGO,TONGA,TRINIDAD AND TOBAGO,TUNISIA,TURKEY,TURKMENISTAN,TURKS AND CAICOS ISLANDS,TUVALU,UGANDA,UKRAINE,UNITED ARAB EMIRATES,UNITED KINGDOM,UNITED KOREA,UNITED REPUBLIC OF TANZANIA,UNITED STATES OF AMERICA,URUGUAY,USSR,UZBEKISTAN,VANUATU,VENEZUELA,VIET NAM,WALLIS AND FUTUNA ISLANDS,YEMEN,YUGOSLAVIA (FORMER SOCIALIST FEDERAL REPUBLIC),YUGOSLAVIA (MONTENEGRO & SERBIA),ZAMBIA,ZANZIBAR,ZIMBABWE
1882,,,,,,,,,,,,549.0,2893.0,,,,,,,8853.0,,,,,,,,,,,1.0,,,,1806.0,,,,,,,,,,,,,,,,,,,6063.0,,,,577.0,,,,,,,,,,,,,,,,,,33.0,,,,,22464.0,,,,,,,,,39210.0,,,,,,,,,,,,,,978.0,,656.0,,,,,,,1712.0,,,686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219.0,,226.0,,,,,386.0,,,,,,,,,,,,,7436.0,296.0,,,,,,,,,,,61.0,,,,,,,,,,,,,,,,,,,,,,,1469.0,,,,,,,,,859.0,472.0,,,,,,,,,,,42.0,,,,,,,85962.0,,,64245.0,,4248.0,,,,,,,,,,,
1883,,,,,,,,,,,,662.0,3210.0,,,,,,,9384.0,,,,,,,,,,,2.0,,,,2028.0,,,,,,,,,,,,,,,,,,,6476.0,,,,663.0,,,,,,,,,,,,,,,,,,32.0,,,,,23559.0,,,,,,,,,41783.0,,,1.0,,,,,,,,,,,1113.0,,732.0,,,,,,,1814.0,,,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459.0,,253.0,,,,,416.0,,,,,,,,,,,,,8168.0,311.0,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,1611.0,,,,,,,,,878.0,522.0,,,,,,,,,,,44.0,,,,,,,89446.0,,,69291.0,,4835.0,,,,,,,,,,,
1884,,,,,,,,,,,,702.0,3128.0,,,,,,,9244.0,,,,,,,,,,,3.0,,,,2347.0,,,,,,,,,,,,,,,,,,,6689.0,,,,660.0,,,,,,,,,,,,,,,,,,39.0,,,,,22629.0,,,,,,,,,42993.0,,,,,,,,,,,,,,1182.0,,815.0,,,,,,,2009.0,,,807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2461.0,,289.0,,,,,426.0,,,,,,,,,,1.0,,,8516.0,328.0,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,,,,,,6.0,1602.0,,,,,,,,,969.0,536.0,,,,,,,,,,,48.0,,,,,,,87090.0,,,73032.0,,4909.0,,,,,,,,,,,
1885,,,,,,,,,,,,793.0,3288.0,,,,,,,9029.0,,,,,,,,,,,2.0,,,,2250.0,,,,,,,,,,,,,,,,,,,7023.0,,,,692.0,,,,,,,,,,,,,,,,,,60.0,,,,,21756.0,,,,,,,,,43991.0,,,,,,,,,,,,,,1195.0,,736.0,,,,,,,2286.0,,,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571.0,,308.0,,,,,487.0,,,,,,,,,,1.0,,,8897.0,304.0,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,10.0,1572.0,,,,,,,,,1045.0,558.0,,,,,,,,,,,53.0,,,,,,,86051.0,,,74280.0,,5347.0,,,,,,,8.0,,,,
1886,,,,,,,,,,,,788.0,3103.0,,,,,,,8762.0,,,,,,,,,,,2.0,,,,2401.0,,,,,,,,,,,,,,,,,,,7383.0,,,,663.0,,,,,,,,,,,,,,,,,,35.0,,,,,21581.0,,,,,,,,,44496.0,,,,,,,,,,,,,,1118.0,,826.0,,,,,,,2273.0,,,984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.0,,322.0,,,,,476.0,,,,,,,,,,2.0,,,9124.0,336.0,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,13.0,1663.0,,,,,,,,,1024.0,569.0,,,,,,,,,,,37.0,,,,,,,85270.0,,,78456.0,,5484.0,,,,,,,,,,,
1887,,,,,,,,,296.0,,,828.0,3345.0,,,,,,,9271.0,,,,,,,,,,,3.0,,,,2770.0,,,,,,,,,,,,,,,,,,,7755.0,,,,680.0,,,,,,,,,,,,,,,,,,35.0,,,,,22732.0,,,,,,,,,46504.0,,,,,,,,,,,,,,1115.0,,915.0,,,,,,,2770.0,,,1221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671.0,,338.0,,,,,459.0,,,,,,,,,,2.0,,,9191.0,346.0,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,,,,,13.0,1676.0,,,,,,,,,1038.0,616.0,,,,,,,,,,,67.0,,,,,,,87457.0,,,83892.0,,5803.0,,,,,,,,,,,
1888,,,,,,,,,243.0,,,963.0,3262.0,,,,,,,9840.0,,,,,,,,,,,5.0,,,,3633.0,,,,,,,,,,,,,,,,,,,8312.0,,,,765.0,,,,,,,,,,,,,,,,,,33.0,,,,,23650.0,,,,,,,,,50859.0,,,1.0,,,,,,,,,,,1209.0,,1016.0,,,,,,,2974.0,,,1411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2964.0,,372.0,,,,,531.0,,,,,,,,,,2.0,,,10235.0,373.0,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,22.0,1756.0,,,,,,,,,1159.0,629.0,,,,,,,,,,,73.0,,,,,,,90930.0,,,102040.0,,6053.0,,,,,,,,,,,
1889,,,,,,,,,479.0,,,935.0,3514.0,,,,,,,10053.0,,,,,,,,,,,7.0,,,,3082.0,,,,,,,,,,,,,,,,,,,8800.0,,,,817.0,,,,,,,,,,,,,,,,,,44.0,,,,,24235.0,,,,,,,,,54271.0,,,,,,,,,,,,,,1297.0,,1195.0,1.0,,,,,,3072.0,,,1707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896.0,,358.0,,,,,606.0,,,,,,,,,,2.0,,,11058.0,429.0,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,36.0,1862.0,,,,,,,,,1353.0,694.0,,,,,,,,,,,110.0,,,,,,,94166.0,,,91578.0,,6537.0,,,,,,,,,,,
1890,,,,,,,,,374.0,,,968.0,3558.0,,,,,,,10869.0,,,,,,,,,,,9.0,,,,3388.0,,,,,,,,,,,,,,,,,,,9411.0,,,,783.0,,,,,,,,,,,,,,,,,,57.0,,,,,26697.0,,,,,,,,,56832.0,,,,,,,,,,,,,,1434.0,,1318.0,4.0,,,,,,3332.0,,,1844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2807.0,,388.0,,,,,567.0,,,,,,,,,2.0,3.0,,,11426.0,458.0,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,81.0,2003.0,,,,,,,,,1350.0,785.0,,,,,,,,,,,100.0,,,,,,,96349.0,,,109647.0,,7403.0,,,,,,,24.0,,,,
1891,,,,,,,,,256.0,,,1094.0,4079.0,,,,,,,10311.0,,,,,,,,,,,11.0,,,,3805.0,,,,,,,,,,,,,,,,,,,9757.0,,,,842.0,,,,,,,,,,,,,,,,,,60.0,,,,,26742.0,,,,,,,,,60273.0,,,,,,,,,,,,,,1507.0,,1419.0,6.0,,,,,,3002.0,,,2217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,3250.0,,407.0,,,,,659.0,,,,,,,,,5.0,13.0,,,12375.0,475.0,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,81.0,2167.0,,,,,,,,,1441.0,961.0,,,,,,,,,,,110.0,,,,,,,98382.0,,,116655.0,,8151.0,,,,,,,28.0,,,,
1892,,,,,,,,,378.0,,,1133.0,3948.0,,,,,,,10297.0,,,,,,,,,,,13.0,,,,3791.0,,,,,,,,,,,,,,,,,,,9905.0,,,,865.0,,,,,,,,,,,,,,,,,,53.0,,,,,26780.0,,,,,,,,,58676.0,,,101.0,,,,,,,,,,,1570.0,,1559.0,49.0,,,,,,2972.0,,,2204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,3090.0,,410.0,,,,,673.0,,,,,,,,,13.0,18.0,,,11762.0,462.0,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,,,,,,131.0,2265.0,,,,,,,,,1433.0,947.0,,,,,,,,,,,112.0,,,,,,,96345.0,,,122939.0,,8628.0,,,,58.0,,,31.0,,,,
1893,,,,,,,,,424.0,,,1082.0,4831.0,,,,,,,9846.0,,,,,,,,,,,17.0,,,,4054.0,,,,,,,,,,,,,,,,,,,10125.0,,,,818.0,,,,,,,,,,,,,,,,,,53.0,,,,,26291.0,,,,,,,,,60238.0,,,89.0,,,,,,,,,,,1636.0,,1641.0,110.0,,,,,,2872.0,,,2340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,3128.0,,421.0,,,,,672.0,,,,,,,,,3.0,13.0,,,12373.0,413.0,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,491.0,2216.0,,,,,,,,,1441.0,785.0,,,,,,,,,,,116.0,,,,,,,86302.0,,,123934.0,,10113.0,,,,181.0,,,55.0,,,,
1894,,,,,,,,,544.0,,,1190.0,4948.0,,,,,,,10871.0,,,,,,,,,,,22.0,,,,3870.0,,,,,,,,,,,,,,,,,,,10379.0,,,,928.0,,,,,,,,,,,,,,,,,,60.0,,,,,27811.0,,,,,,,,,62636.0,,,91.0,,,,,,,,,,,1756.0,,1674.0,131.0,,,,,,3565.0,,,3009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,3171.0,,439.0,,,,,793.0,,,,,,,,,13.0,11.0,,,12580.0,485.0,,,,,,,,,,,284.0,,,,,,,,,,,,,,,,,,,,,,664.0,2384.0,,,,,,,,,1608.0,978.0,,,,,,,,,,,107.0,,,,,,,98827.0,,,116007.0,,10300.0,,,,83.0,,,105.0,,,,
1895,,,,,,,,,618.0,,,1253.0,5560.0,,,,,,,10953.0,,,,,,,,,,,23.0,,,,3693.0,,,,,143.0,,,,,,,,,,,,,,10772.0,,,,962.0,,,,,,,,,,,,,,,,,,64.0,,,,,28050.0,,,,,,,,,65034.0,,,85.0,,,,,,,,,,,1873.0,,2097.0,210.0,,,,,,3281.0,,,3337.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,3173.0,,443.0,,,,,835.0,,,,,,,,,30.0,11.0,,,13371.0,463.0,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,,,,,,911.0,2348.0,,,,,,,,,1625.0,1050.0,,,,,,,,,,,102.0,,,,,,,99768.0,,,130990.0,,11835.0,,,,49.0,,,105.0,,,,
1896,,,,,,,,,629.0,,,1229.0,5813.0,,,,,,,11539.0,,,,,,,,,,,29.0,,,,3998.0,,,,,146.0,,,,,,,,,,,,,,11037.0,,,,1177.0,,,,,,,,,,,,,,,,,,81.0,,,,,29007.0,,,,,,,,,69940.0,,,102.0,,,,,,,,,,,2013.0,,2269.0,235.0,,,,,,3118.0,,,3525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,3410.0,,483.0,,,,,853.0,,,,,,,,,34.0,11.0,,,14390.0,472.0,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,,,,,1162.0,2539.0,,,,,,,,,1680.0,1149.0,,1.0,,,,,,,,,121.0,,,,,,,102615.0,,,131245.0,,12048.0,,,,99.0,,,117.0,,,,
1897,,,,,,,,,568.0,,,1358.0,6283.0,,,,,,,11939.0,,,,,,,,,,,30.0,,,,4039.0,,,,,174.0,,,,,,,,,,,,,,11681.0,,,,1262.0,,,,,,,,,,,,,,,,,,141.0,,,,,30366.0,,,,,,,,,74660.0,,,99.0,,,,,,,,,,,2037.0,,2456.0,302.0,,,,,,3253.0,,,3696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,,,,,,,,3576.0,,512.0,,,,,924.0,,,,,,,,,25.0,11.0,,,15036.0,496.0,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,,,,,,,1304.0,2605.0,,,,,,,,,1871.0,1212.0,,14.0,,,,,,,,,86.0,,,,,,,105341.0,,,136541.0,,13930.0,,,,143.0,,,91.0,,,,
1898,,,,,,,,,641.0,,,1532.0,6674.0,,,,,,,12305.0,,,,,,,,,,,40.0,,,,4287.0,,,,,202.0,,,,,,,,,,,,,,11942.0,,,,1311.0,,,,,,,,,,,,,,,,,,133.0,,,,,31399.0,,,,,,,,,77887.0,,,126.0,,,,,,,,,,,2329.0,,2721.0,352.0,,,,,,3385.0,,,4707.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,3530.0,,552.0,,,,,924.0,,,,,,,,,35.0,24.0,,,16333.0,568.0,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,,,,,,1651.0,2558.0,,,,,,,,,1992.0,1296.0,,31.0,,,,,,,,,143.0,,,,,,,105589.0,,,148832.0,,15623.0,,,,179.0,,,138.0,,,,
1899,,,,,,,,,797.0,,,1579.0,6773.0,,,,,,,12862.0,,,,,,,,,,,40.0,,,,5232.0,,,,,173.0,26.0,,,,,,,,,,,,,12252.0,,,,1433.0,,,,,,,,,,,,,,,,,,201.0,,,,,32833.0,,,,,,,,,82774.0,,,66.0,,,,,,,,,,,2258.0,,2999.0,307.0,,,,,,3709.0,,,4714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0,,,,,,,,,,,,3624.0,,594.0,,,,,1105.0,,,,,,,,,33.0,44.0,,,16899.0,585.0,,,,,,,,,,,440.0,,,,,,,,,,,,,,,,,,,,,,1506.0,2900.0,,,,,,,,,2493.0,1398.0,,22.0,,,,,,,,,183.0,,,,,,,113142.0,,,170724.0,,18124.0,,,,200.0,,,161.0,,,,
1900,,,0.0,,,,,,565.0,,,2775.0,7553.0,,,,,,,13555.0,,,,,,,,,,,59.0,,,,5630.0,,,,,232.0,,,,,,,,,,,,,,12163.0,,,,1405.0,,,,,,,,,,,,,,,,,,164.0,,,,,35283.0,,,,,,,,,89181.0,,,114.0,,,,,,,,,,,2616.0,,3562.0,330.0,,,,,,3796.0,,,5298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,3994.0,,666.0,,,,,1134.0,,,,,,,,,16.0,67.0,,,17278.0,673.0,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,,,,,,636.0,3062.0,,,,,,,,,2503.0,1549.0,,30.0,,,,,,,,,283.0,,,,,,,114558.0,,,180878.0,,20531.0,,,,140.0,,,218.0,,,,
1901,,,0.0,,,,,,680.0,,,3122.0,7741.0,,,,,,,12748.0,,,,,,,,574.0,,,74.0,,,,6508.0,,,,,428.0,,,,,,,,,,,,,,12709.0,,,,1463.0,,,,,,,,,,,,,,,,,,115.0,,,,,34117.0,,,,,,,,,88853.0,,,114.0,,,,,,,,,,,2625.0,,3929.0,612.0,,,,,,3690.0,,,6352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,,,,,,3906.0,,748.0,,,,,1063.0,,,,,,,,,13.0,65.0,,,18258.0,652.0,,,,,,,,,,,435.0,,,,,,,,,,,,,,,,,,,,,,1067.0,3222.0,,,,,,,,,2326.0,1415.0,,48.0,,,,,,,,,259.0,,,,,,,112091.0,,,196923.0,,21078.0,,,,137.0,,,238.0,,,,
1902,,,0.0,,,,,,768.0,,,3110.0,7002.0,,,,,,,13334.0,,,,,,,,684.0,,,65.0,,,,7000.0,,,,,535.0,26.0,,,,,,,,,,,,,12879.0,,,,1502.0,,,,,,,,,,,,,,,,,,109.0,,,,,32113.0,,,,,,,,,87115.0,,,91.0,,,,,,,,,,,2415.0,,4333.0,420.0,,,0.0,,,4098.0,,,6808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0,,,,,,,,,,,,3903.0,,830.0,,,,,1158.0,,,,,,,,,14.0,27.0,,,17874.0,715.0,,,,,,,,,,,434.0,,,,,,,,,,,,,,,,,,,,,,1590.0,3367.0,,,,,,,,,2436.0,1429.0,,70.0,,,,,,,,,286.0,,,,,,,116441.0,,,208650.0,,20358.0,,,,109.0,,,223.0,,,,
1903,,,0.0,,,,,,781.0,,,3062.0,6973.0,,,,,,,14364.0,,,,,,,,666.0,,,64.0,,,,7631.0,,,,,590.0,536.0,,,,,,,,,,,,,13121.0,,,,1563.0,,,,,,,,,,,,,,,,,,140.0,,,,,35301.0,,,,,,,,,93777.0,,,109.0,,,,,,,,,,,2504.0,,4412.0,819.0,,,0.0,,,4180.0,,,7038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,,,4175.0,,865.0,,,,,1157.0,,,,,,,,,14.0,58.0,,,18692.0,688.0,,,,,,,,,,,504.0,,,,,,,,,,,,,,,,,,,,,,2124.0,3323.0,,,,,,,,,2676.0,1548.0,,59.0,,,,,,,,,329.0,,,,,,,117354.0,,,244106.0,,19914.0,,,,152.0,,,242.0,,,,31.0
1904,,,0.0,,,,,,1036.0,,,3151.0,7349.0,,,,,,,13742.0,,,,,,,,715.0,,,82.0,,,,9033.0,,,,,537.0,570.0,,,,,,,,,,,,,13249.0,,,,1686.0,,,,,,,,,,,,,,,,,,144.0,,,,,34388.0,,,,,,,,,97195.0,,,97.0,,,,,,,,,,,2532.0,,4931.0,919.0,,,,,,4418.0,,,7929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.0,,,,,,,,,,,,4412.0,,937.0,,,,,1135.0,,,,,,,,,9.0,76.0,,,18936.0,704.0,,,,,,,,,,,597.0,,,,,,,,,,,,,,,,,,,,,,2393.0,3546.0,,,,,,,,,2818.0,1627.0,,60.0,,,,,,,,,373.0,,,,,,,117902.0,,,240235.0,,22156.0,,,1.0,219.0,,,258.0,,,,39.0
1905,,,0.0,,,,,,1087.0,,,3288.0,7671.0,,,,,,,13719.0,,,,,,,,764.0,,,98.0,,,,9658.0,,,,,567.0,627.0,,,,,,,,,,,,,13639.0,,,,1640.0,,,,,,,,,,,,,,,,,,160.0,,,,,34778.0,,,,,,,,,104346.0,,,76.0,,,,,,,,,,,2574.0,,5042.0,1128.0,,,0.0,,,4870.0,,,8169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.0,,,,,,,,,,,,4529.0,,966.0,,,,,1132.0,,,,,,,,,11.0,96.0,,,20438.0,688.0,,,,,,,,,,,726.0,,,,,,,,,,,,,,,,,,,,,,2737.0,3704.0,,,,,,,,,2774.0,1703.0,,69.0,,,,,,,,,418.0,,,,,,,119452.0,4.0,,268695.0,,19777.0,,,,216.0,,,280.0,,,,64.0
1906,,,,,,,,,1707.0,,,3919.0,9153.0,,,,,,,15692.0,,,,,,,,875.0,,,86.0,,,,10204.0,,,,,666.0,4670.0,,,,,,,,,,,,,14243.0,,,,1786.0,,,,,,,,,,,,,,,,,,168.0,,,,,37273.0,,,,,,,,,98782.0,,,71.0,,,,,,,,,,,2774.0,,5825.0,1215.0,,,1.0,,,5756.0,,,8967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,4928.0,,1054.0,,,,,1153.0,,,,,,,,,10.0,117.0,,,21477.0,791.0,,,,,,,,,,,982.0,,,,,,,,,,,,,,,,,,,,,,3129.0,3783.0,,,,,,,,,3082.0,1882.0,,75.0,,,,,,,,,431.0,,,,,,,123731.0,,,282025.0,,22558.0,,,,228.0,,,335.0,,,,69.0
1907,,,,,,,,,1707.0,,,4224.0,11495.0,,,,,,,15918.0,,,,,,,,942.0,,,124.0,,,,12825.0,,,,,595.0,4596.0,,,,,,,,,,,,,14969.0,,,,1592.0,,,,,,,,,,,,,,,,,,242.0,,,,,39737.0,,,,,,,,,120683.0,,,117.0,,,,,,,,,,,2785.0,,6500.0,1445.0,,,0.0,,,6225.0,,,9572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.0,,,,,,,,,,,,5070.0,,1115.0,,,,,1305.0,,,,,,,,,24.0,218.0,2.0,,23798.0,863.0,,,,,,,,,,,1244.0,,,,,,,,,,,,,,,,,,,,,,3453.0,3847.0,,,,,,,,,3486.0,2183.0,,98.0,,,,,,,,,513.0,,,,,,,129249.0,,,328003.0,,25267.0,,,,232.0,,,341.0,,,,76.0
1908,,,,,,,,,2079.0,,,4573.0,16087.0,,,,,,,15788.0,,,,,,,,981.0,,,163.0,,,,12939.0,,,,,671.0,6204.0,,,,,,,,,,,,,15245.0,,,,1975.0,,,,,,,,,,,,,,,,,,384.0,,,,,40042.0,,,,,,,,,121900.0,,,199.0,,,,,,,,,,,2940.0,,7437.0,1499.0,,,0.0,,,6349.0,,,10271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.0,,,,,,,,,,,,5164.0,,1133.0,,,,,1560.0,,,,,,,,,25.0,331.0,5.0,,25388.0,858.0,,,,,,,,,,,1197.0,,,,,,,,,,,,,,,,,,,,,,3550.0,4035.0,,,,,,,,,3724.0,2185.0,,112.0,,,,,,,0.0,,470.0,,,,,,,126082.0,,,286838.0,,25422.0,,,1.0,251.0,,,367.0,,,,108.0
1909,,,,,,,,,1620.0,,,3972.0,11509.0,,,,,,,15765.0,,,,,,,,985.0,,,165.0,,,,12387.0,,,,,642.0,5687.0,,,,,,,,,,,,,15152.0,,,,2185.0,,,,,,,,,,,,,,,,,,350.0,,,,,40965.0,,,,,,,,,121608.0,,,153.0,,,,,,,,,,,3235.0,,7183.0,1634.0,,,0.0,,,7015.0,,,10441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1008.0,,,,,,,,,,,,5436.0,,1164.0,,,,,1573.0,,,,,,,,,46.0,412.0,15.0,,26074.0,872.0,,,,,,,,,,,1326.0,,,,,,,,,,,,,,,,,,,,,,4087.0,4139.0,,,,,,,,,3428.0,2202.0,,133.0,,,,,,,7.0,,534.0,,,,,,,127207.0,43.0,,317509.0,,26836.0,,,,278.0,,,377.0,,,,112.0
